Date,Date_Local,CO,NO,NO2,PM2_5,O3
7/25/2022 22:00,7/25/2022 23:00,0.167,1,9.1,11,17.8
7/25/2022 23:00,7/26/2022 0:00,0.154,1.1,9.3,11,21.5
7/26/2022 0:00,7/26/2022 1:00,0.139,0.5,7.2,14,24.7
7/26/2022 1:00,7/26/2022 2:00,0.125,0.6,4.8,1,27.4
7/26/2022 2:00,7/26/2022 3:00,0.122,0.4,3.5,9,29.1
7/26/2022 3:00,7/26/2022 4:00,0.122,1.4,7.7,7,23.3
7/26/2022 4:00,7/26/2022 5:00,0.128,0.4,6.2,6,NA
7/26/2022 5:00,7/26/2022 6:00,0.136,1.2,6.5,8,27.1
7/26/2022 6:00,7/26/2022 7:00,0.132,1.2,4.6,8,30
7/26/2022 7:00,7/26/2022 8:00,0.13,1.3,3.9,8,32.3
7/26/2022 8:00,7/26/2022 9:00,0.127,1.4,3.6,8,34.5
7/26/2022 9:00,7/26/2022 10:00,0.117,0.9,2.7,9,36.2
7/26/2022 10:00,7/26/2022 11:00,0.118,0.8,2.5,10,39.3
7/26/2022 11:00,7/26/2022 12:00,0.118,0.8,2.8,6,39.5
7/26/2022 12:00,7/26/2022 13:00,0.112,0.9,2.1,6,40.1
7/26/2022 13:00,7/26/2022 14:00,0.118,1.1,2.4,12,38.8
7/26/2022 14:00,7/26/2022 15:00,0.117,1,2,9,41.2
7/26/2022 15:00,7/26/2022 16:00,0.116,0.9,2,8,40.1
7/26/2022 16:00,7/26/2022 17:00,0.117,0.8,2.1,9,38.8
7/26/2022 17:00,7/26/2022 18:00,0.116,0.6,2,5,39.6
7/26/2022 18:00,7/26/2022 19:00,0.119,0.5,2.6,6,39.9
7/26/2022 19:00,7/26/2022 20:00,0.135,0.3,3.9,7,34.5
7/26/2022 20:00,7/26/2022 21:00,0.156,0.3,6.4,11,28.3
7/26/2022 21:00,7/26/2022 22:00,0.178,0.6,9.9,8,21.8
7/26/2022 22:00,7/26/2022 23:00,0.199,0.6,10.8,7,19.9
7/26/2022 23:00,7/27/2022 0:00,0.217,0.7,12.6,8,13.4
7/27/2022 0:00,7/27/2022 1:00,0.214,1,14.1,15,8.5
7/27/2022 1:00,7/27/2022 2:00,0.18,0.9,11.8,9,11.3
7/27/2022 2:00,7/27/2022 3:00,0.142,0.7,7.4,6,17.1
7/27/2022 3:00,7/27/2022 4:00,0.13,1.2,7.4,5,18.8
7/27/2022 4:00,7/27/2022 5:00,0.133,0.7,6.6,8,19
7/27/2022 5:00,7/27/2022 6:00,0.181,2.7,10.6,13,14.8
7/27/2022 6:00,7/27/2022 7:00,0.17,3.4,8.8,12,19.2
7/27/2022 7:00,7/27/2022 8:00,0.149,1.6,4.8,14,29.9
7/27/2022 8:00,7/27/2022 9:00,NA,NA,NA,3,37.2
7/27/2022 9:00,7/27/2022 10:00,NA,NA,NA,5,40.2
7/27/2022 10:00,7/27/2022 11:00,NA,NA,NA,6,44
7/27/2022 11:00,7/27/2022 12:00,NA,NA,NA,7,42.2
7/27/2022 12:00,7/27/2022 13:00,NA,NA,NA,4,42.8
7/27/2022 13:00,7/27/2022 14:00,NA,NA,NA,3,44.9
7/27/2022 14:00,7/27/2022 15:00,NA,NA,NA,8,47.6
7/27/2022 15:00,7/27/2022 16:00,NA,NA,NA,6,49.7
7/27/2022 16:00,7/27/2022 17:00,NA,NA,NA,7,51.5
7/27/2022 17:00,7/27/2022 18:00,NA,NA,NA,6,50.5
7/27/2022 18:00,7/27/2022 19:00,NA,NA,NA,9,48.6
7/27/2022 19:00,7/27/2022 20:00,NA,NA,NA,7,49
7/27/2022 20:00,7/27/2022 21:00,NA,NA,NA,8,47.7
7/27/2022 21:00,7/27/2022 22:00,NA,NA,NA,8,47.6
7/27/2022 22:00,7/27/2022 23:00,NA,NA,NA,6,48.2
7/27/2022 23:00,7/28/2022 0:00,NA,NA,NA,13,43.6
7/28/2022 0:00,7/28/2022 1:00,NA,NA,NA,13,41.4
7/28/2022 1:00,7/28/2022 2:00,NA,NA,NA,10,34
7/28/2022 2:00,7/28/2022 3:00,NA,NA,NA,9,35.1
7/28/2022 3:00,7/28/2022 4:00,NA,NA,NA,7,35.1
7/28/2022 4:00,7/28/2022 5:00,NA,NA,NA,15,NA
7/28/2022 5:00,7/28/2022 6:00,NA,NA,NA,16,NA
7/28/2022 6:00,7/28/2022 7:00,NA,NA,NA,11,46.1
7/28/2022 7:00,7/28/2022 8:00,NA,NA,NA,18,44.5
7/28/2022 8:00,7/28/2022 9:00,0.206,0.4,3.3,16,43.6
7/28/2022 9:00,7/28/2022 10:00,0.271,0.4,3.4,8,47.6
7/28/2022 10:00,7/28/2022 11:00,0.24,0.3,2.9,11,49.9
7/28/2022 11:00,7/28/2022 12:00,0.213,0.3,2,11,50.4
7/28/2022 12:00,7/28/2022 13:00,0.198,0.3,2,13,50
7/28/2022 13:00,7/28/2022 14:00,0.181,0.3,1.8,11,49.2
7/28/2022 14:00,7/28/2022 15:00,0.162,0.3,1.7,8,48.1
7/28/2022 15:00,7/28/2022 16:00,0.152,0.3,1.8,8,46.7
7/28/2022 16:00,7/28/2022 17:00,0.141,0.2,1.7,8,48.6
7/28/2022 17:00,7/28/2022 18:00,0.146,0.2,2.4,7,47.2
7/28/2022 18:00,7/28/2022 19:00,0.159,0.2,2.8,10,42.5
7/28/2022 19:00,7/28/2022 20:00,0.159,0.2,2.2,9,42.6
7/28/2022 20:00,7/28/2022 21:00,0.163,0.1,2.3,9,45.9
7/28/2022 21:00,7/28/2022 22:00,0.163,0.2,2.7,9,46.6
7/28/2022 22:00,7/28/2022 23:00,0.134,0.1,2.8,6,43.6
7/28/2022 23:00,7/29/2022 0:00,NA,0.2,5.3,3,34.1
7/29/2022 0:00,7/29/2022 1:00,NA,NA,NA,4,30.2
7/29/2022 1:00,7/29/2022 2:00,NA,NA,NA,7,25.4
7/29/2022 2:00,7/29/2022 3:00,NA,NA,NA,5,23.1
7/29/2022 3:00,7/29/2022 4:00,0.17,0.4,6.8,6,24.6
7/29/2022 4:00,7/29/2022 5:00,0.171,0.8,6.3,7,22.3
7/29/2022 5:00,7/29/2022 6:00,0.19,0.5,6.9,11,20.3
7/29/2022 6:00,7/29/2022 7:00,0.191,1.4,7.2,13,24.8
7/29/2022 7:00,7/29/2022 8:00,0.191,1.6,5.4,10,34.3
7/29/2022 8:00,7/29/2022 9:00,0.151,0.8,3,9,44.1
7/29/2022 9:00,7/29/2022 10:00,0.124,0.6,2.1,8,47.2
7/29/2022 10:00,7/29/2022 11:00,0.128,0.7,2.1,7,47.7
7/29/2022 11:00,7/29/2022 12:00,0.131,0.5,2.3,8,48.5
7/29/2022 12:00,7/29/2022 13:00,NA,NA,NA,5,54.4
7/29/2022 13:00,7/29/2022 14:00,NA,NA,NA,6,58
7/29/2022 14:00,7/29/2022 15:00,NA,NA,NA,5,56
7/29/2022 15:00,7/29/2022 16:00,NA,NA,NA,10,57.5
7/29/2022 16:00,7/29/2022 17:00,0.153,0.2,3.9,9,63.4
7/29/2022 17:00,7/29/2022 18:00,0.176,0.2,6.1,8,68.7
7/29/2022 18:00,7/29/2022 19:00,0.208,0.1,7.4,11,74.6
7/29/2022 19:00,7/29/2022 20:00,0.213,0,7,10,69.8
7/29/2022 20:00,7/29/2022 21:00,0.188,0.1,6.6,10,57.3
7/29/2022 21:00,7/29/2022 22:00,0.18,0.1,5.1,11,52.4
7/29/2022 22:00,7/29/2022 23:00,0.182,0.1,6.1,11,49.1
7/29/2022 23:00,7/30/2022 0:00,NA,0.2,4,13,46.7
7/30/2022 0:00,7/30/2022 1:00,0.156,0.1,3.3,12,40.2
7/30/2022 1:00,7/30/2022 2:00,0.166,0.1,4.9,8,29
7/30/2022 2:00,7/30/2022 3:00,0.165,0.3,5,6,23.4
7/30/2022 3:00,7/30/2022 4:00,0.163,1.4,7.3,8,18.6
7/30/2022 4:00,7/30/2022 5:00,0.174,0.5,5.4,8,24
7/30/2022 5:00,7/30/2022 6:00,0.165,0.5,4.5,10,24.6
7/30/2022 6:00,7/30/2022 7:00,0.18,1.5,5.9,9,22
7/30/2022 7:00,7/30/2022 8:00,0.166,1.1,4.1,7,28.4
7/30/2022 8:00,7/30/2022 9:00,0.137,1,2.4,5,35.7
7/30/2022 9:00,7/30/2022 10:00,0.121,0.6,1.4,7,37.6
7/30/2022 10:00,7/30/2022 11:00,0.114,0.7,1.2,6,35.1
7/30/2022 11:00,7/30/2022 12:00,0.11,0.8,1.1,4,35.5
7/30/2022 12:00,7/30/2022 13:00,0.112,0.8,1.2,6,34.5
7/30/2022 13:00,7/30/2022 14:00,0.11,0.8,1,7,34.3
7/30/2022 14:00,7/30/2022 15:00,0.113,0.9,1,7,35.3
7/30/2022 15:00,7/30/2022 16:00,0.113,0.9,1.3,6,34.2
7/30/2022 16:00,7/30/2022 17:00,0.115,0.9,1.3,7,32.4
7/30/2022 17:00,7/30/2022 18:00,0.121,0.6,1.2,4,29.2
7/30/2022 18:00,7/30/2022 19:00,0.123,0.6,1.6,3,26.1
7/30/2022 19:00,7/30/2022 20:00,0.139,0.3,2.5,5,23.2
7/30/2022 20:00,7/30/2022 21:00,0.166,0.7,4.9,6,19.1
7/30/2022 21:00,7/30/2022 22:00,0.179,0.2,4.7,6,17.7
7/30/2022 22:00,7/30/2022 23:00,0.167,0.2,3.9,6,16.8
7/30/2022 23:00,7/31/2022 0:00,NA,0.7,4.2,4,16.5
7/31/2022 0:00,7/31/2022 1:00,0.173,0.3,5.1,8,14
7/31/2022 1:00,7/31/2022 2:00,0.155,0.1,3.5,6,15.4
7/31/2022 2:00,7/31/2022 3:00,0.155,0.2,3.4,3,14.4
7/31/2022 3:00,7/31/2022 4:00,0.154,0.2,4.7,9,11
7/31/2022 4:00,7/31/2022 5:00,0.171,0.2,5.4,7,8.9
7/31/2022 5:00,7/31/2022 6:00,0.252,1.4,5.7,5,9.3
7/31/2022 6:00,7/31/2022 7:00,0.172,1.3,3.3,10,15.6
7/31/2022 7:00,7/31/2022 8:00,0.144,1,2.6,8,23
7/31/2022 8:00,7/31/2022 9:00,0.125,0.6,1.6,8,29.4
7/31/2022 9:00,7/31/2022 10:00,0.125,0.5,1.6,8,34.4
7/31/2022 10:00,7/31/2022 11:00,0.132,0.6,1.9,8,37.1
7/31/2022 11:00,7/31/2022 12:00,0.136,0.3,1.5,7,35.4
7/31/2022 12:00,7/31/2022 13:00,0.136,0.3,1.4,7,36.2
7/31/2022 13:00,7/31/2022 14:00,0.141,0.3,1.6,10,37.6
7/31/2022 14:00,7/31/2022 15:00,0.146,0.3,1.7,17,38.1
7/31/2022 15:00,7/31/2022 16:00,0.146,0.3,1.9,11,37
7/31/2022 16:00,7/31/2022 17:00,0.14,0.4,2.4,11,37
7/31/2022 17:00,7/31/2022 18:00,0.144,0.4,2.4,8,39.9
7/31/2022 18:00,7/31/2022 19:00,0.162,0.2,2.9,6,42.4
7/31/2022 19:00,7/31/2022 20:00,0.177,0.1,3.8,14,41.6
7/31/2022 20:00,7/31/2022 21:00,0.174,0.1,3.9,12,39.4
7/31/2022 21:00,7/31/2022 22:00,0.177,0.1,4.5,11,36.8
7/31/2022 22:00,7/31/2022 23:00,0.172,0.1,4.7,11,35.1
7/31/2022 23:00,8/1/2022 0:00,NA,0.1,4.9,11,32.4
8/1/2022 0:00,8/1/2022 1:00,NA,NA,NA,16,30.2
8/1/2022 1:00,8/1/2022 2:00,NA,NA,NA,14,29.5
8/1/2022 2:00,8/1/2022 3:00,0.149,0.1,3.1,16,30.4
8/1/2022 3:00,8/1/2022 4:00,0.155,0.1,3.3,3,27.6
8/1/2022 4:00,8/1/2022 5:00,0.175,0.2,5.6,11,23.7
8/1/2022 5:00,8/1/2022 6:00,0.193,0.5,7.1,10,22.7
8/1/2022 6:00,8/1/2022 7:00,0.189,0.6,5.3,10,32.6
8/1/2022 7:00,8/1/2022 8:00,0.2,1.5,5.6,8,36.3
8/1/2022 8:00,8/1/2022 9:00,0.165,0.7,3.5,9,47.1
8/1/2022 9:00,8/1/2022 10:00,0.154,0.4,2.1,9,51.9
8/1/2022 10:00,8/1/2022 11:00,0.146,0.4,1.8,13,52.6
8/1/2022 11:00,8/1/2022 12:00,0.15,0.4,1.6,8,53.8
8/1/2022 12:00,8/1/2022 13:00,0.137,0.6,1.7,8,51.3
8/1/2022 13:00,8/1/2022 14:00,0.137,0.4,2.1,15,47.3
8/1/2022 14:00,8/1/2022 15:00,0.143,0.4,2.2,9,44.1
8/1/2022 15:00,8/1/2022 16:00,0.143,0.3,2.7,4,43.3
8/1/2022 16:00,8/1/2022 17:00,0.146,0.2,2.6,2,44.4
8/1/2022 17:00,8/1/2022 18:00,0.162,0.3,3.5,3,40.3
8/1/2022 18:00,8/1/2022 19:00,0.157,0.2,3.8,4,39.7
8/1/2022 19:00,8/1/2022 20:00,0.148,0.1,3,5,41.1
8/1/2022 20:00,8/1/2022 21:00,0.158,0.2,3.9,4,40.6
8/1/2022 21:00,8/1/2022 22:00,0.147,0.5,3.3,2,39.9
8/1/2022 22:00,8/1/2022 23:00,0.14,0.4,3,5,36
8/1/2022 23:00,8/2/2022 0:00,NA,0.3,3.2,6,32.3
8/2/2022 0:00,8/2/2022 1:00,0.163,0.5,3.5,8,33.5
8/2/2022 1:00,8/2/2022 2:00,0.158,0.3,2.6,5,43.3
8/2/2022 2:00,8/2/2022 3:00,0.163,0.4,2.4,7,43.4
8/2/2022 3:00,8/2/2022 4:00,0.197,0.5,3.8,10,39
8/2/2022 4:00,8/2/2022 5:00,0.204,0.3,4.8,8,NA
8/2/2022 5:00,8/2/2022 6:00,0.224,0.5,5.8,10,32.1
8/2/2022 6:00,8/2/2022 7:00,0.215,0.8,5.2,10,NA
8/2/2022 7:00,8/2/2022 8:00,NA,NA,NA,11,NA
8/2/2022 8:00,8/2/2022 9:00,NA,NA,NA,NA,NA
8/2/2022 9:00,8/2/2022 10:00,NA,NA,NA,9,47.5
8/2/2022 10:00,8/2/2022 11:00,NA,NA,NA,14,53.5
8/2/2022 11:00,8/2/2022 12:00,NA,NA,NA,13,53.6
8/2/2022 12:00,8/2/2022 13:00,NA,NA,NA,13,52
8/2/2022 13:00,8/2/2022 14:00,NA,NA,NA,NA,NA
8/2/2022 14:00,8/2/2022 15:00,NA,NA,NA,10,52
8/2/2022 15:00,8/2/2022 16:00,NA,NA,NA,NA,NA
8/2/2022 16:00,8/2/2022 17:00,0.183,0.2,2.9,8,52.3
8/2/2022 17:00,8/2/2022 18:00,0.176,0.3,3.7,7,66.4
8/2/2022 18:00,8/2/2022 19:00,0.212,0.2,6.2,14,72.6
8/2/2022 19:00,8/2/2022 20:00,0.199,0.2,3.9,9,66.7
8/2/2022 20:00,8/2/2022 21:00,0.175,0.2,4.5,6,47.2
8/2/2022 21:00,8/2/2022 22:00,0.19,0.2,6,7,43.8
8/2/2022 22:00,8/2/2022 23:00,0.163,0.1,3.7,7,44.1
8/2/2022 23:00,8/3/2022 0:00,NA,0.2,4.1,8,37.1
8/3/2022 0:00,8/3/2022 1:00,0.144,0.2,2.8,5,32.5
8/3/2022 1:00,8/3/2022 2:00,0.144,0.1,3,7,29.1
8/3/2022 2:00,8/3/2022 3:00,0.144,0.1,3.2,6,26.2
8/3/2022 3:00,8/3/2022 4:00,0.144,0,3.8,6,23.2
8/3/2022 4:00,8/3/2022 5:00,0.139,0.1,4,8,22.7
8/3/2022 5:00,8/3/2022 6:00,0.17,0.5,4.8,8,21.1
8/3/2022 6:00,8/3/2022 7:00,0.149,0.7,2.7,10,22.7
8/3/2022 7:00,8/3/2022 8:00,0.141,0.6,2,9,26.8
8/3/2022 8:00,8/3/2022 9:00,NA,NA,NA,10,33.2
8/3/2022 9:00,8/3/2022 10:00,NA,NA,NA,8,39
8/3/2022 10:00,8/3/2022 11:00,NA,NA,NA,8,46.3
8/3/2022 11:00,8/3/2022 12:00,NA,NA,NA,11,57
8/3/2022 12:00,8/3/2022 13:00,NA,NA,NA,17,60.2
8/3/2022 13:00,8/3/2022 14:00,0.137,0.3,2.3,14,53.8
8/3/2022 14:00,8/3/2022 15:00,0.199,0.2,2.1,12,49.6
8/3/2022 15:00,8/3/2022 16:00,0.172,0.2,2.1,9,51.6
8/3/2022 16:00,8/3/2022 17:00,0.161,0.2,2.3,9,49.9
8/3/2022 17:00,8/3/2022 18:00,0.167,0.1,2.7,5,47.8
8/3/2022 18:00,8/3/2022 19:00,0.17,0.1,3.6,4,45.8
8/3/2022 19:00,8/3/2022 20:00,0.183,0,4.1,8,43.5
8/3/2022 20:00,8/3/2022 21:00,0.174,0,4.7,9,42.2
8/3/2022 21:00,8/3/2022 22:00,0.166,0,5.9,8,36.7
8/3/2022 22:00,8/3/2022 23:00,0.167,0,5.1,12,34.1
8/3/2022 23:00,8/4/2022 0:00,NA,0,5.8,8,31.8
8/4/2022 0:00,8/4/2022 1:00,0.173,0,5.9,6,29.9
8/4/2022 1:00,8/4/2022 2:00,0.17,0,5.9,10,29.4
8/4/2022 2:00,8/4/2022 3:00,0.162,0.1,6,11,26.5
8/4/2022 3:00,8/4/2022 4:00,0.166,0.1,6.6,11,24.9
8/4/2022 4:00,8/4/2022 5:00,0.174,0.1,6.8,9,NA
8/4/2022 5:00,8/4/2022 6:00,0.258,0.8,10.3,9,NA
8/4/2022 6:00,8/4/2022 7:00,0.197,1.3,7.9,11,27.2
8/4/2022 7:00,8/4/2022 8:00,0.201,1.7,7.4,14,32.2
8/4/2022 8:00,8/4/2022 9:00,0.198,0.9,5.2,19,44.7
8/4/2022 9:00,8/4/2022 10:00,0.186,0.4,3.3,20,56.6
8/4/2022 10:00,8/4/2022 11:00,0.172,0.4,3.2,19,59.3
8/4/2022 11:00,8/4/2022 12:00,0.172,0.3,2.8,10,64.3
8/4/2022 12:00,8/4/2022 13:00,0.165,0.2,2.8,12,68.2
8/4/2022 13:00,8/4/2022 14:00,0.159,0.2,2.4,NA,64.8
8/4/2022 14:00,8/4/2022 15:00,0.169,0.2,2,8,61.2
8/4/2022 15:00,8/4/2022 16:00,0.148,0.2,1.8,9,59.8
8/4/2022 16:00,8/4/2022 17:00,0.147,0.2,2.1,8,58.5
8/4/2022 17:00,8/4/2022 18:00,0.149,0.1,2.2,11,55
8/4/2022 18:00,8/4/2022 19:00,0.162,0.1,2.7,7,54.6
8/4/2022 19:00,8/4/2022 20:00,0.16,0.1,3,7,49
8/4/2022 20:00,8/4/2022 21:00,0.156,0,3.2,8,46
8/4/2022 21:00,8/4/2022 22:00,0.16,0.1,5.7,8,42.3
8/4/2022 22:00,8/4/2022 23:00,0.155,0.1,4,10,42.3
8/4/2022 23:00,8/5/2022 0:00,NA,0.1,2.8,10,40.4
8/5/2022 0:00,8/5/2022 1:00,NA,NA,NA,10,35.7
8/5/2022 1:00,8/5/2022 2:00,NA,NA,NA,15,33.9
8/5/2022 2:00,8/5/2022 3:00,NA,NA,NA,9,30.7
8/5/2022 3:00,8/5/2022 4:00,0.176,0,2.9,11,26.5
8/5/2022 4:00,8/5/2022 5:00,0.187,0.1,5.9,11,21.4
8/5/2022 5:00,8/5/2022 6:00,0.235,0.5,6.8,12,19.9
8/5/2022 6:00,8/5/2022 7:00,0.217,0.7,4.7,14,28.7
8/5/2022 7:00,8/5/2022 8:00,0.233,0.9,5.4,15,32.2
8/5/2022 8:00,8/5/2022 9:00,0.216,0.8,4.6,9,41.1
8/5/2022 9:00,8/5/2022 10:00,0.196,0.4,3.5,10,54.2
8/5/2022 10:00,8/5/2022 11:00,0.209,0.5,5.1,14,56
8/5/2022 11:00,8/5/2022 12:00,0.156,0.3,2.5,8,56.6
8/5/2022 12:00,8/5/2022 13:00,0.152,0.3,2.4,7,59.4
8/5/2022 13:00,8/5/2022 14:00,0.127,0.2,1.9,7,57.1
8/5/2022 14:00,8/5/2022 15:00,0.129,0.2,2.5,5,57.6
8/5/2022 15:00,8/5/2022 16:00,0.156,0.1,3.1,9,57.3
8/5/2022 16:00,8/5/2022 17:00,0.132,0.1,2.1,5,52.7
8/5/2022 17:00,8/5/2022 18:00,0.119,0.1,1.6,5,48.4
8/5/2022 18:00,8/5/2022 19:00,0.119,0,1.9,4,49.2
8/5/2022 19:00,8/5/2022 20:00,0.169,0,4.4,5,41.3
8/5/2022 20:00,8/5/2022 21:00,0.194,0,6.2,9,36.3
8/5/2022 21:00,8/5/2022 22:00,0.221,0,7,9,36.7
8/5/2022 22:00,8/5/2022 23:00,0.264,0,8.3,13,36.4
8/5/2022 23:00,8/6/2022 0:00,NA,0,6.6,17,41.1
8/6/2022 0:00,8/6/2022 1:00,0.219,0,5.1,10,39.5
8/6/2022 1:00,8/6/2022 2:00,0.198,0,3.8,12,37.6
8/6/2022 2:00,8/6/2022 3:00,0.2,0,4.4,17,34.5
8/6/2022 3:00,8/6/2022 4:00,0.192,0,4.8,17,29.6
8/6/2022 4:00,8/6/2022 5:00,0.189,0.1,5.1,9,23.5
8/6/2022 5:00,8/6/2022 6:00,0.201,0.3,5.2,12,24.1
8/6/2022 6:00,8/6/2022 7:00,0.167,0.5,3.5,14,31.5
8/6/2022 7:00,8/6/2022 8:00,NA,NA,NA,19,33.2
8/6/2022 8:00,8/6/2022 9:00,NA,NA,NA,17,39.1
8/6/2022 9:00,8/6/2022 10:00,NA,NA,NA,21,44.6
8/6/2022 10:00,8/6/2022 11:00,NA,NA,NA,20,52.5
8/6/2022 11:00,8/6/2022 12:00,NA,NA,NA,18,56.8
8/6/2022 12:00,8/6/2022 13:00,NA,NA,NA,18,55.5
8/6/2022 13:00,8/6/2022 14:00,NA,NA,NA,16,57.9
8/6/2022 14:00,8/6/2022 15:00,NA,NA,NA,18,60.1
8/6/2022 15:00,8/6/2022 16:00,NA,NA,NA,10,63.7
8/6/2022 16:00,8/6/2022 17:00,NA,NA,NA,5,58.5
8/6/2022 17:00,8/6/2022 18:00,NA,NA,NA,3,56.4
8/6/2022 18:00,8/6/2022 19:00,NA,NA,NA,5,53.9
8/6/2022 19:00,8/6/2022 20:00,NA,NA,NA,4,49.4
8/6/2022 20:00,8/6/2022 21:00,NA,NA,NA,7,44.2
8/6/2022 21:00,8/6/2022 22:00,NA,NA,NA,5,38.5
8/6/2022 22:00,8/6/2022 23:00,NA,NA,NA,7,34.4
8/6/2022 23:00,8/7/2022 0:00,NA,NA,NA,6,31
8/7/2022 0:00,8/7/2022 1:00,NA,NA,NA,12,26.8
8/7/2022 1:00,8/7/2022 2:00,NA,NA,NA,9,23.8
8/7/2022 2:00,8/7/2022 3:00,NA,NA,NA,7,20.8
8/7/2022 3:00,8/7/2022 4:00,NA,NA,NA,11,18
8/7/2022 4:00,8/7/2022 5:00,NA,NA,NA,10,15.4
8/7/2022 5:00,8/7/2022 6:00,NA,NA,NA,9,14.3
8/7/2022 6:00,8/7/2022 7:00,NA,NA,NA,19,14.9
8/7/2022 7:00,8/7/2022 8:00,NA,NA,NA,16,25.5
8/7/2022 8:00,8/7/2022 9:00,NA,NA,NA,16,32.2
8/7/2022 9:00,8/7/2022 10:00,NA,NA,NA,14,35.4
8/7/2022 10:00,8/7/2022 11:00,NA,NA,NA,15,38.2
8/7/2022 11:00,8/7/2022 12:00,NA,NA,NA,7,38.6
8/7/2022 12:00,8/7/2022 13:00,NA,NA,NA,6,41.9
8/7/2022 13:00,8/7/2022 14:00,NA,NA,NA,6,42.6
8/7/2022 14:00,8/7/2022 15:00,NA,NA,NA,7,41.4
8/7/2022 15:00,8/7/2022 16:00,NA,NA,NA,8,41.7
8/7/2022 16:00,8/7/2022 17:00,NA,NA,NA,8,43
8/7/2022 17:00,8/7/2022 18:00,NA,NA,NA,9,38
8/7/2022 18:00,8/7/2022 19:00,NA,NA,NA,6,32.6
8/7/2022 19:00,8/7/2022 20:00,NA,NA,NA,7,29.3
8/7/2022 20:00,8/7/2022 21:00,NA,NA,NA,6,26.6
8/7/2022 21:00,8/7/2022 22:00,NA,NA,NA,5,26.1
8/7/2022 22:00,8/7/2022 23:00,NA,NA,NA,7,25.9
8/7/2022 23:00,8/8/2022 0:00,NA,NA,NA,6,24.4
8/8/2022 0:00,8/8/2022 1:00,NA,NA,NA,9,23.4
8/8/2022 1:00,8/8/2022 2:00,NA,NA,NA,9,22.7
8/8/2022 2:00,8/8/2022 3:00,NA,NA,NA,7,21.8
8/8/2022 3:00,8/8/2022 4:00,NA,NA,NA,7,21.3
8/8/2022 4:00,8/8/2022 5:00,NA,NA,NA,7,19.3
8/8/2022 5:00,8/8/2022 6:00,NA,NA,NA,7,17.7
8/8/2022 6:00,8/8/2022 7:00,NA,NA,NA,6,21.2
8/8/2022 7:00,8/8/2022 8:00,NA,NA,NA,7,27.7
8/8/2022 8:00,8/8/2022 9:00,NA,NA,NA,11,34.3
8/8/2022 9:00,8/8/2022 10:00,NA,NA,NA,7,40.5
8/8/2022 10:00,8/8/2022 11:00,NA,NA,NA,11,44.2
8/8/2022 11:00,8/8/2022 12:00,NA,NA,NA,8,44.1
8/8/2022 12:00,8/8/2022 13:00,NA,NA,NA,9,46.9
8/8/2022 13:00,8/8/2022 14:00,NA,NA,NA,9,46.2
8/8/2022 14:00,8/8/2022 15:00,NA,NA,NA,10,44.1
8/8/2022 15:00,8/8/2022 16:00,NA,NA,NA,10,41.6
8/8/2022 16:00,8/8/2022 17:00,NA,NA,NA,9,39.6
8/8/2022 17:00,8/8/2022 18:00,NA,NA,NA,9,35.3
8/8/2022 18:00,8/8/2022 19:00,NA,NA,NA,8,30
8/8/2022 19:00,8/8/2022 20:00,NA,NA,NA,5,28.3
8/8/2022 20:00,8/8/2022 21:00,NA,NA,NA,4,28.4
8/8/2022 21:00,8/8/2022 22:00,NA,NA,NA,4,30.4
8/8/2022 22:00,8/8/2022 23:00,NA,NA,NA,10,30.9
8/8/2022 23:00,8/9/2022 0:00,NA,NA,NA,9,29.7
8/10/2022 0:00,8/10/2022 1:00,0.118,0.1,1.4,5,14.1
8/10/2022 1:00,8/10/2022 2:00,0.113,0.1,1.1,2,15.3
8/10/2022 2:00,8/10/2022 3:00,0.109,0.1,1,3,15.9
8/10/2022 3:00,8/10/2022 4:00,0.107,0.1,1.2,4,15.8
8/10/2022 4:00,8/10/2022 5:00,0.116,0.1,1.4,5,15.6
8/10/2022 5:00,8/10/2022 6:00,0.14,0.2,2.1,4,15.3
8/10/2022 6:00,8/10/2022 7:00,0.128,0.4,2.5,6,15.6
8/10/2022 7:00,8/10/2022 8:00,NA,NA,NA,10,16.1
8/10/2022 8:00,8/10/2022 9:00,NA,NA,NA,8,16.5
8/10/2022 9:00,8/10/2022 10:00,NA,NA,NA,8,19.2
8/10/2022 10:00,8/10/2022 11:00,NA,NA,NA,8,23.1
8/10/2022 11:00,8/10/2022 12:00,NA,NA,NA,8,NA
8/10/2022 12:00,8/10/2022 13:00,NA,NA,NA,NA,NA
8/10/2022 13:00,8/10/2022 14:00,0.103,0.4,2.4,12,NA
8/10/2022 14:00,8/10/2022 15:00,NA,NA,NA,NA,NA
8/10/2022 15:00,8/10/2022 16:00,0.161,0.2,1.9,7,39.7
8/10/2022 16:00,8/10/2022 17:00,0.155,0.3,2.6,7,34.1
8/10/2022 17:00,8/10/2022 18:00,0.14,0.3,1.9,5,27.4
8/10/2022 18:00,8/10/2022 19:00,0.135,0.2,1.7,4,25
8/10/2022 19:00,8/10/2022 20:00,0.128,0.2,1.7,6,23.2
8/10/2022 20:00,8/10/2022 21:00,0.125,0.3,2.2,5,20
8/10/2022 21:00,8/10/2022 22:00,0.128,0.2,2.5,4,15.5
8/10/2022 22:00,8/10/2022 23:00,0.126,0.2,2.6,2,12.7
8/10/2022 23:00,8/11/2022 0:00,NA,1,3.6,1,11.4
8/11/2022 0:00,8/11/2022 1:00,0.134,0.7,3.4,4,10
